protein1,protein2,weight
APAF1,CASP4,0.7207207207207207
BMP4,MGP,0.7207207207207207
PDCD6,TNFAIP1,0.7207207207207207
B2M,ULBP3,0.7207207207207207
DNAJC10,ERLEC1,0.7207207207207207
CD2AP,DPYSL3,0.7207207207207207
DHX58,GHDC,0.7207207207207207
CNTF,NTF4,0.7207207207207207
COPS7B,LAT,0.7207207207207207
HIF1A,TXNIP,0.7207207207207207
DPP7,PREP,0.7207207207207207
KCTD10,KLHL41,0.7207207207207207
GALE,GPI,0.7207207207207207
KIR3DL3,RUNX3,0.7207207207207207
HMGA1,TP53,0.7207207207207207
POLE3,TAF10,0.7207207207207207
IL1B,ZC3H12A,0.7207207207207207
CLTC,GGA3,0.7207207207207207
EFNA5,RRAGC,0.7207207207207207
PRKRA,RPP25,0.7207207207207207
HMGA1,MVK,0.7207207207207207
FYN,PTPRJ,0.7207207207207207
OGT,SAP30,0.7207207207207207
AIMP1,MRPL1,0.7207207207207207
CHD7,LGALS2,0.7207207207207207
CARTPT,GHRL,0.7207207207207207
BECN1,ULK3,0.7207207207207207
ARID1A,BCL6,0.7207207207207207
AGO3,POP7,0.7207207207207207
MYB,UBE2I,0.7207207207207207
MGAT4A,POMGNT1,0.7207207207207207
AGO3,RPP25,0.7207207207207207
ADAMTS13,F3,0.7207207207207207
C7,PDZD11,0.7207207207207207
NGF,TIE1,0.7207207207207207
KIR3DL1,STAC,0.7207207207207207
ALB,FTH1,0.7207207207207207
EIF4A3,QKI,0.7207207207207207
CDKN2B,MDM2,0.7207207207207207
BCL2,PLEKHA7,0.7207207207207207
CRH,PNMT,0.7207207207207207
COPS2,LAT,0.7207207207207207
KPNA2,KPNA6,0.7207207207207207
JAM3,RAC3,0.7207207207207207
JAM3,MYO6,0.7207207207207207
IGFBP7,LCN2,0.7207207207207207
CYTH3,PIK3CG,0.7207207207207207
SAMM50,TIMM50,0.7207207207207207
TCAP,TRIM54,0.7207207207207207
DYNLL2,NUDCD3,0.7207207207207207
ECI1,ETFA,0.7207207207207207
H2BC12,UBE2A,0.7207207207207207
C7,PLEKHA7,0.7207207207207207
FARS2,WARS1,0.7207207207207207
BIRC2,USP19,0.7207207207207207
BMP2,FSTL3,0.7197197197197197
NGF,NRG1,0.7197197197197197
ALKBH2,FTO,0.7197197197197197
CASP14,TGM1,0.7197197197197197
EIF4G3,PABPC4,0.7197197197197197
GABARAPL2,URM1,0.7197197197197197
CDC42BPA,CDC42BPB,0.7197197197197197
ADH1A,GSTT2B,0.7197197197197197
CYP3A4,PLA2G12B,0.7197197197197197
PSMB10,UBD,0.7197197197197197
ENAH,ROBO1,0.7197197197197197
HNRNPC,QKI,0.7197197197197197
BMPR1A,MUTYH,0.7197197197197197
DLL1,SMAD4,0.7197197197197197
IL21,IL4,0.7197197197197197
CDKN1A,MGMT,0.7197197197197197
PRDX1,TXNIP,0.7197197197197197
PSMC3,UBD,0.7197197197197197
ATOH1,TCF12,0.7197197197197197
CHD7,FGFR1,0.7197197197197197
PHGDH,TP53,0.7197197197197197
CRP,PAPPA,0.7197197197197197
BRAF,MITF,0.7197197197197197
PPIA,TAGLN2,0.7197197197197197
DCC,ROBO2,0.7197197197197197
CDC34,UBE2V1,0.7197197197197197
CCL16,CCL20,0.7197197197197197
GRK2,RGS1,0.7197197197197197
NMI,TRIM21,0.7197197197197197
POLR3K,TCEA3,0.7197197197197197
ALDH3B1,GSTA3,0.7197197197197197
CPE,PAM,0.7197197197197197
ATF5,XBP1,0.7197197197197197
CDH5,DLL4,0.7197197197197197
UBB,UBE2E3,0.7197197197197197
EYS,IMPDH1,0.7197197197197197
AKR1D1,PTN,0.7197197197197197
MYBPC1,MYLPF,0.7197197197197197
CLCA1,SPINK4,0.7197197197197197
CAPN2,SRC,0.7197197197197197
EIF2AK4,XBP1,0.7197197197197197
C1GALT1C1,ST6GALNAC2,0.7197197197197197
IGFBP7,P4HB,0.7197197197197197
ACAT1,AUH,0.7197197197197197
DCTN2,NDEL1,0.7197197197197197
ARAF,CSNK2B,0.7197197197197197
BCL2,HTRA2,0.7197197197197197
RTF1,TCEA3,0.7197197197197197
HTRA2,SNCA,0.7197197197197197
MAPRE1,PRKACA,0.7197197197197197
LDLRAD4,SMAD2,0.7197197197197197
ASPN,COL1A1,0.7197197197197197
KIRREL1,NCK2,0.7197197197197197
CD300A,CD300C,0.7197197197197197
P4HA1,PDIA3,0.7197197197197197
CDH13,CDH15,0.7197197197197197
LRIG1,RET,0.7197197197197197
DEFB112,DEFB116,0.7197197197197197
SERPINA5,VTN,0.7197197197197197
COMMD5,RPS7,0.7197197197197197
BCL2,CISD2,0.7197197197197197
GH2,IGFBP3,0.7197197197197197
BIN1,EPHA1,0.7197197197197197
NONO,XRCC6,0.7197197197197197
ARG1,CHIA,0.7197197197197197
GHRL,SSTR1,0.7197197197197197
ASF1A,SIRT1,0.7197197197197197
LAMC2,PTK2,0.7197197197197197
MYSM1,PSMA5,0.7197197197197197
GDF7,TNMD,0.7197197197197197
FMR1,KIF3C,0.7197197197197197
APP,HMOX2,0.7197197197197197
DPP6,KCNIP4,0.7197197197197197
NFKBIA,TLR5,0.7197197197197197
CER1,TYRP1,0.7197197197197197
FDX2,METAP1D,0.7197197197197197
JPH3,JPH4,0.7197197197197197
ANXA1,GNGT2,0.7197197197197197
IRAK4,TLR5,0.7197197197197197
ADGRG1,CD9,0.7197197197197197
FGFR2,PDGFD,0.7197197197197197
H3C1,HMG20B,0.7197197197197197
ABRAXAS1,RAD51D,0.7197197197197197
ETV4,GDNF,0.7197197197197197
NFKB1,TIRAP,0.7197197197197197
COL1A1,DDR1,0.7197197197197197
GSTM1,NQO1,0.7197197197197197
UBE2D3,WWP1,0.7197197197197197
LRPAP1,RRAS,0.7197197197197197
LRPAP1,RABIF,0.7197197197197197
PLAU,TIMP2,0.7187187187187187
IL1R2,IL6R,0.7187187187187187
AGT,PDYN,0.7187187187187187
HDAC8,HOXA5,0.7187187187187187
CALD1,SHC1,0.7187187187187187
AMBP,PRSS2,0.7187187187187187
CMPK1,PGD,0.7187187187187187
CD79B,TNFRSF13C,0.7187187187187187
CDH10,CDH11,0.7187187187187187
LRP8,MAPT,0.7187187187187187
GPC3,NOTUM,0.7187187187187187
BCL2L2,TP53,0.7187187187187187
COA3,COX5B,0.7187187187187187
MBNL1,U2AF2,0.7187187187187187
GNRH1,PDYN,0.7187187187187187
CTSC,GZMB,0.7187187187187187
CHD7,IHH,0.7187187187187187
ME2,TALDO1,0.7187187187187187
DCLK1,LGR5,0.7187187187187187
POLE3,RFC4,0.7187187187187187
ADH5,GSTA4,0.7187187187187187
PLEK,RGS19,0.7187187187187187
SPANXA1,TSN,0.7187187187187187
HMGA1,MVD,0.7187187187187187
MEP1A,NTS,0.7187187187187187
DCTN2,KLC1,0.7187187187187187
CNOT1,DCP1A,0.7187187187187187
LRP4,SOST,0.7187187187187187
AIMP1,PSMA2,0.7187187187187187
USP28,USP4,0.7187187187187187
CYTH4,PIK3CG,0.7187187187187187
LMAN1,LMAN2,0.7187187187187187
RGS4,RGS7,0.7187187187187187
NECTIN2,ULBP2,0.7187187187187187
RPS27A,USP3,0.7187187187187187
PAFAH2,PLAAT3,0.7187187187187187
NBR1,RETREG1,0.7187187187187187
FLT3LG,MAK16,0.7187187187187187
SDCBP2,UNC93B1,0.7187187187187187
LGALS3BP,MZT2A,0.7187187187187187
ANGPT4,FGFR1,0.7187187187187187
NCBP2,ZCCHC17,0.7187187187187187
CCL2,CCL3L1,0.7187187187187187
CFP,MPO,0.7187187187187187
DKK1,ZNRF3,0.7187187187187187
APOBEC3G,UNG,0.7187187187187187
HBQ1,HP,0.7187187187187187
IFNA1,IL2RA,0.7187187187187187
APOH,SAA4,0.7187187187187187
NDUFB8,TIMM50,0.7187187187187187
RPL26L1,WDR18,0.7187187187187187
CES1,HINT1,0.7187187187187187
DLG4,LRRTM1,0.7187187187187187
NAP1L1,NCL,0.7187187187187187
PAFAH2,PLA2G5,0.7187187187187187
PAFAH2,PLA2G2A,0.7187187187187187
ACOT13,ACOT8,0.7187187187187187
DKK3,LRP6,0.7187187187187187
ITLN1,LEP,0.7187187187187187
ARL15,PTP4A1,0.7187187187187187
LCN1,LYZ,0.7187187187187187
HNRNPAB,ILF3,0.7187187187187187
FUT7,GCNT1,0.7187187187187187
A4GALT,GABBR2,0.7187187187187187
FLRT3,RND1,0.7187187187187187
PFKFB4,PGK1,0.7187187187187187
PRIM1,TYMS,0.7187187187187187
SERPINE1,TFPI,0.7187187187187187
CREBBP,IRF5,0.7187187187187187
MAP1LC3B,PHB2,0.7187187187187187
LRP1,PLAUR,0.7187187187187187
ARHGAP5,RHOB,0.7187187187187187
CENPW,TK1,0.7187187187187187
ALOX5,PLA2G5,0.7187187187187187
FOXP3,MOG,0.7187187187187187
CROT,HSD17B4,0.7187187187187187
ARHGAP22,CDC42,0.7187187187187187
ERBB2,GRB10,0.7187187187187187
MPP6,NECTIN3,0.7187187187187187
BMERB1,CEP20,0.7187187187187187
HPRT1,PRPS1,0.7187187187187187
FHIT,NIT2,0.7187187187187187
RHOA,SLIT2,0.7187187187187187
UBA3,UFM1,0.7187187187187187
BMPR2,CHRD,0.7187187187187187
MYL12B,TPM4,0.7187187187187187
ASPH,JPH3,0.7187187187187187
BAG4,TNF,0.7187187187187187
NODAL,TGFBR1,0.7187187187187187
CST7,GZMA,0.7187187187187187
BCL2L10,HRK,0.7187187187187187
IFNA1,SAMHD1,0.7187187187187187
CAMK2A,PDE4D,0.7187187187187187
ROBO1,VASP,0.7187187187187187
FCRLA,NUP98,0.7187187187187187
CTNNB1,KREMEN1,0.7187187187187187
AK1,TCN2,0.7187187187187187
CST7,TMEM119,0.7187187187187187
MMP7,TIMP4,0.7187187187187187
CD59,CD9,0.7187187187187187
PDIA3,PRDX4,0.7187187187187187
DAXX,TINF2,0.7187187187187187
MIF,PARK7,0.7187187187187187
CREM,TBPL1,0.7187187187187187
ATF3,IER2,0.7187187187187187
COX6C,DPT,0.7187187187187187
LNX1,MPP5,0.7177177177177178
ASH2L,BAP18,0.7177177177177178
EGFR,LGR5,0.7177177177177178
ELMO1,SYK,0.7177177177177178
CD4,ICOSLG,0.7177177177177178
ATF3,CCN1,0.7177177177177178
CFHR1,CFP,0.7177177177177178
PGLS,RPE,0.7177177177177178
CFP,CLU,0.7177177177177178
F10,KNG1,0.7177177177177178
DPYSL2,PLXNA4,0.7177177177177178
OMG,RTN4RL1,0.7177177177177178
AMH,PRL,0.7177177177177178
RAD1,RPA2,0.7177177177177178
BMI1,CTBP1,0.7177177177177178
MYL6B,TPM2,0.7177177177177178
IL17RB,IL5,0.7177177177177178
EHBP1,PDLIM5,0.7177177177177178
CANT1,PDE2A,0.7177177177177178
CD300C,LILRA4,0.7177177177177178
OMG,PTPRS,0.7177177177177178
BMP6,NEO1,0.7177177177177178
CD163,GP5,0.7177177177177178
GJA1,LEFTY2,0.7177177177177178
DSG1,KRT14,0.7177177177177178
CXCL10,OASL,0.7177177177177178
SIT1,TRAT1,0.7177177177177178
LIF,TBX3,0.7177177177177178
MANF,PSAPL1,0.7177177177177178
AIM2,SQSTM1,0.7177177177177178
C1R,C8G,0.7177177177177178
PIP4K2B,PLCG2,0.7177177177177178
CD8B,GZMA,0.7177177177177178
CLK2,YTHDC1,0.7177177177177178
BPI,RNASE3,0.7177177177177178
ACVRL1,CDH5,0.7177177177177178
CD44,SLC16A3,0.7177177177177178
MYL12B,RHOC,0.7177177177177178
CACNB4,CAMK2A,0.7177177177177178
CBLN1,LRRTM2,0.7177177177177178
IL22RA2,IL9,0.7177177177177178
SYT2,WNK1,0.7177177177177178
CD55,SERPING1,0.7177177177177178
FBL,TOP1,0.7177177177177178
AFP,GOLM1,0.7177177177177178
FGF8,HDGF,0.7177177177177178
COL11A2,COL6A3,0.7177177177177178
GHRL,NUCB2,0.7177177177177178
GRAP2,LAT2,0.7177177177177178
ITGA5,TNC,0.7177177177177178
CISD1,PRKN,0.7177177177177178
TBCA,TBCB,0.7177177177177178
BIRC3,RELB,0.7177177177177178
MOCS3,SUOX,0.7177177177177178
ITGA11,THBS4,0.7177177177177178
CCL18,CXCL10,0.7177177177177178
MICALL2,NEDD9,0.7177177177177178
ACADM,ACAT1,0.7177177177177178
ADGRB1,GULP1,0.7177177177177178
KIT,KRT7,0.7177177177177178
GPC3,SDC3,0.7177177177177178
EED,SCMH1,0.7177177177177178
DERL1,HSP90B1,0.7177177177177178
ATG4C,PIK3C3,0.7177177177177178
FCGR3A,SIGLEC1,0.7177177177177178
GRK5,LTB4R,0.7177177177177178
ANK2,TMOD1,0.7177177177177178
OLIG1,PDGFRA,0.7177177177177178
ASNS,MTHFD2,0.7177177177177178
FXR1,QKI,0.7177177177177178
MRPL1,OTUD3,0.7177177177177178
OCRL,RAB14,0.7177177177177178
ISL1,MEF2C,0.7177177177177178
SMURF1,TRAF4,0.7177177177177178
CASP3,DAPK1,0.7177177177177178
CSN2,CSNK2B,0.7177177177177178
HNRNPA1,PURA,0.7177177177177178
CERT1,STAR,0.7177177177177178
HSPG2,NDST1,0.7177177177177178
ATP5MF,PPA2,0.7177177177177178
CYTH2,CYTIP,0.7177177177177178
HS3ST4,SULT1C4,0.7177177177177178
MAPK11,NCF4,0.7177177177177178
ATP5PB,NDUFB10,0.7177177177177178
PROC,TFPI,0.7177177177177178
GMDS,MAT2B,0.7177177177177178
TAF10,USP3,0.7177177177177178
NEFH,VAPB,0.7177177177177178
EHMT2,KDM4C,0.7177177177177178
C3,F11,0.7177177177177178
F11,PROC,0.7177177177177178
CSF3R,IFNE,0.7177177177177178
GDPD1,PLA2G2D,0.7177177177177178
LAMA4,PTK2,0.7177177177177178
INS,PNLIP,0.7177177177177178
KHK,MAPRE1,0.7177177177177178
MYSM1,PSMC3,0.7177177177177178
AP1B1,DNM2,0.7177177177177178
CBL,SH3BP2,0.7177177177177178
MYSM1,UBB,0.7177177177177178
BUB1,CKS1B,0.7177177177177178
CKS1B,UBE2T,0.7177177177177178
CADM1,NLGN4Y,0.7177177177177178
HAVCR1,TFF3,0.7177177177177178
GNGT2,PIK3CG,0.7177177177177178
NAPG,STXBP6,0.7177177177177178
ESS2,UFD1,0.7177177177177178
BST2,IFIT3,0.7177177177177178
ASPSCR1,NONO,0.7177177177177178
FGF6,TNFRSF12A,0.7167167167167167
USP30,USP5,0.7167167167167167
AP2A2,NUMB,0.7167167167167167
ADAM9,MAD2L1,0.7167167167167167
EPHA8,EPHB4,0.7167167167167167
COL25A1,COLEC10,0.7167167167167167
SFN,TP63,0.7167167167167167
FGF20,TNFRSF12A,0.7167167167167167
LHCGR,TSHR,0.7167167167167167
ATG5,TRIM5,0.7167167167167167
FGB,SERPINA5,0.7167167167167167
ELAVL2,TRA2B,0.7167167167167167
HSP90B1,TG,0.7167167167167167
DNAJB8,HSPA5,0.7167167167167167
SF1,SRPK1,0.7167167167167167
PAWR,PRKCZ,0.7167167167167167
CD27,CD8B,0.7167167167167167
ALB,HAVCR1,0.7167167167167167
MPDZ,YAP1,0.7167167167167167
BSG,NRP1,0.7167167167167167
PAEP,PTGDS,0.7167167167167167
HMGB2,SET,0.7167167167167167
CFL1,TAGLN2,0.7167167167167167
MAT2A,MTAP,0.7167167167167167
P4HB,PRDX4,0.7167167167167167
DNM1,SNAP25,0.7167167167167167
BEX5,TCEAL2,0.7167167167167167
HNRNPA1,RBFOX2,0.7167167167167167
IFNG,IL11RA,0.7167167167167167
DCPS,EIF4E,0.7167167167167167
ADPRS,NUDT16,0.7167167167167167
IFNA1,IRF8,0.7167167167167167
SF3B6,SMNDC1,0.7167167167167167
ARID3A,ARID3C,0.7167167167167167
CD34,LYVE1,0.7167167167167167
CD4,IL21,0.7167167167167167
UBA6,UBE2J1,0.7167167167167167
GAP43,GFAP,0.7167167167167167
MXI1,SMC3,0.7167167167167167
EIF4A1,RBM4,0.7167167167167167
PDCL,PFN4,0.7167167167167167
NMNAT1,PNP,0.7167167167167167
ATE1,NTAN1,0.7167167167167167
LAT2,LCT,0.7167167167167167
IL6,PRLR,0.7167167167167167
FXR1,NR1H4,0.7167167167167167
LEFTY2,SOX2,0.7167167167167167
GMPS,MTAP,0.7167167167167167
MYL7,TPM1,0.7167167167167167
SAT2,VHL,0.7167167167167167
CDC42,STMN1,0.7167167167167167
PMPCA,SAMM50,0.7167167167167167
EDAR,TNF,0.7167167167167167
NOVA1,RBFOX1,0.7167167167167167
GFPT1,PGM2,0.7167167167167167
AP1B1,VAMP7,0.7167167167167167
IL1A,TOLLIP,0.7167167167167167
GALE,MPI,0.7167167167167167
EED,SIRT1,0.7167167167167167
KLK6,SNCA,0.7167167167167167
ANK2,TMOD4,0.7167167167167167
ERBB2,PTK7,0.7167167167167167
DEFB4A,HBD,0.7167167167167167
PLAUR,SCARB1,0.7167167167167167
CLEC4D,CLEC9A,0.7167167167167167
DDX58,GBP1,0.7167167167167167
TYMS,UNG,0.7167167167167167
KIR3DL2,STAC,0.7167167167167167
CLUH,FAHD1,0.7167167167167167
PAFAH1B2,PLA2G10,0.7167167167167167
IL12B,IL27RA,0.7167167167167167
S100A10,S100A11,0.7167167167167167
ASAP2,SH3KBP1,0.7167167167167167
ITGAM,LGALS8,0.7167167167167167
CASP7,DFFA,0.7167167167167167
APOE,MMP10,0.7167167167167167
MRPL1,NDUFAF1,0.7167167167167167
MZT2A,TXNDC12,0.7167167167167167
ICOSLG,TNFRSF18,0.7167167167167167
ICOSLG,IL2,0.7167167167167167
ACAN,OMD,0.7167167167167167
MSRA,NME8,0.7167167167167167
ADH5,GSTM3,0.7167167167167167
ANKRD46,ATRN,0.7167167167167167
HSP90AB1,USP19,0.7167167167167167
A1BG,AMBP,0.7167167167167167
FN1,MDGA1,0.7167167167167167
PSMA4,UBLCP1,0.7167167167167167
IFRD1,SAP30,0.7167167167167167
COL1A1,TGFBI,0.7167167167167167
CDC37,PIH1D1,0.7167167167167167
FAAH2,PC,0.7167167167167167
OTUD5,USP11,0.7167167167167167
CD74,HABP4,0.7167167167167167
IDS,NAGLU,0.7167167167167167
CCL2,TIMP2,0.7167167167167167
RAD1,RAD51C,0.7167167167167167
C1GALT1C1,MUC1,0.7167167167167167
NUDT12,NUDT9,0.7167167167167167
JUN,ZFP36,0.7167167167167167
NIP7,TSR2,0.7167167167167167
ENO1,PNPT1,0.7167167167167167
FGF16,TNFRSF12A,0.7167167167167167
HIF1A,P4HA1,0.7167167167167167
DHX58,IRF9,0.7167167167167167
PLCB1,PLCD3,0.7167167167167167
RAB11FIP3,RAB4A,0.7167167167167167
PAFAH2,PLA2G1B,0.7167167167167167
LAG3,VSIR,0.7167167167167167
LINGO1,MYOC,0.7167167167167167
FGF18,TNFRSF12A,0.7167167167167167
FGF22,TNFRSF12A,0.7167167167167167
MAPT,PIN1,0.7167167167167167
SCLY,SEPSECS,0.7157157157157157
SHOX,SRY,0.7157157157157157
PURB,YBX1,0.7157157157157157
DNER,DPP6,0.7157157157157157
GBP5,WARS1,0.7157157157157157
FCAR,JCHAIN,0.7157157157157157
BLNK,SCIMP,0.7157157157157157
PSMD4,STAMBPL1,0.7157157157157157
MET,PDGFD,0.7157157157157157
SEMA6D,SPG21,0.7157157157157157
MYBPC2,MYL9,0.7157157157157157
NDUFB10,PMPCA,0.7157157157157157
CR1,FCN1,0.7157157157157157
EWSR1,TCF12,0.7157157157157157
CHCHD10,TARDBP,0.7157157157157157
CLEC4G,PILRA,0.7157157157157157
GADD45GIP1,WFDC5,0.7157157157157157
PTEN,PTPMT1,0.7157157157157157
AGT,NPPB,0.7157157157157157
ENAH,PFN4,0.7157157157157157
BCL7A,CALD1,0.7157157157157157
DCAF11,NFE2L2,0.7157157157157157
ACO1,KLK15,0.7157157157157157
ACOX1,DHRS4,0.7157157157157157
HOMER2,RNF41,0.7157157157157157
DDR2,ITGA2,0.7157157157157157
EXOSC1,NHP2,0.7157157157157157
IL12RB2,IL17D,0.7157157157157157
NDEL1,PDE4A,0.7157157157157157
CCT5,NUDC,0.7157157157157157
NUDC,PIH1D1,0.7157157157157157
AP1S2,SORT1,0.7157157157157157
CLIC1,EZR,0.7157157157157157
DCP1A,NCBP1,0.7157157157157157
TNFRSF12A,TRADD,0.7157157157157157
BECN1,NLRP10,0.7157157157157157
KDR,NTF4,0.7157157157157157
NR5A2,SOX2,0.7157157157157157
F7,PROC,0.7157157157157157
IL1RAPL1,LRRC4B,0.7157157157157157
B3GALT6,CHST14,0.7157157157157157
OTUD3,ZRANB1,0.7157157157157157
CD40LG,CD83,0.7157157157157157
GIPC1,RAB5A,0.7157157157157157
RHOG,WAS,0.7157157157157157
PDE6D,UNC119B,0.7157157157157157
H1-2,WDR5,0.7157157157157157
ISCU,TSTD1,0.7157157157157157
EIF4E,LSM1,0.7157157157157157
ALK,PRKAR1A,0.7157157157157157
CDH11,CDH7,0.7157157157157157
BRD2,DAXX,0.7157157157157157
PGF,TIE1,0.7157157157157157
LRP2,NAXE,0.7157157157157157
EGFR,MSLN,0.7157157157157157
CCNB1IP1,DPT,0.7157157157157157
CFLAR,TNFRSF10D,0.7157157157157157
SYNGR3,SYT1,0.7157157157157157
ATF1,CAMK1,0.7157157157157157
GUCA1B,NRL,0.7157157157157157
CTSH,SFTPB,0.7157157157157157
IFT20,PKD2,0.7157157157157157
GALE,PIN1,0.7157157157157157
CCN3,IGFBP7,0.7157157157157157
CD226,CD96,0.7157157157157157
FGF5,RSPO2,0.7157157157157157
CAMK2D,MPP6,0.7157157157157157
INSL4,RLN3,0.7157157157157157
RAD51C,TOPBP1,0.7157157157157157
IGF1R,NTF3,0.7157157157157157
SLC25A1,UFD1,0.7157157157157157
UBA2,UBQLN2,0.7157157157157157
CAMK2A,GRIK2,0.7157157157157157
EIF2S1,METAP1,0.7157157157157157
FN1,NID2,0.7157157157157157
MAD2L2,PCNA,0.7157157157157157
FAM20A,MXRA8,0.7157157157157157
RAF1,SPRED1,0.7157157157157157
CHAC2,GSTM5,0.7157157157157157
UBASH3B,UBC,0.7157157157157157
ACAD8,HIBCH,0.7157157157157157
AADAT,TDO2,0.7157157157157157
HSPA13,STIP1,0.7157157157157157
FZD8,SFRP4,0.7157157157157157
PON1,SAA4,0.7157157157157157
CRLF2,IL1RL1,0.7157157157157157
DAXX,TERF1,0.7157157157157157
DPYSL2,GDA,0.7157157157157157
HGD,TPH1,0.7157157157157157
CARD9,CLEC4D,0.7157157157157157
ANXA8,HLF,0.7157157157157157
IL1B,MMP8,0.7157157157157157
C1QBP,PLAUR,0.7157157157157157
APLN,RETN,0.7157157157157157
CPA4,CTSG,0.7157157157157157
TBK1,UNC93B1,0.7157157157157157
BLNK,CD72,0.7157157157157157
PRPF18,SNRPA1,0.7147147147147147
DIABLO,IKBKB,0.7147147147147147
PSMC5,ZFAND2B,0.7147147147147147
RASA1,RND1,0.7147147147147147
BAG2,DNAJB12,0.7147147147147147
GRP,PROK2,0.7147147147147147
TRAT1,TRIM72,0.7147147147147147
DHH,FGF9,0.7147147147147147
ELL2,SIAH1,0.7147147147147147
APEX1,NEIL2,0.7147147147147147
TCEA1,TCEAL1,0.7147147147147147
TRMT6,WDR18,0.7147147147147147
LTBR,MADCAM1,0.7147147147147147
CDH1,ESRP1,0.7147147147147147
SET,TP53,0.7147147147147147
CLPP,PMPCA,0.7147147147147147
MYC,TCF4,0.7147147147147147
DNER,DPP10,0.7147147147147147
GPT2,PHGDH,0.7147147147147147
INS,RXFP1,0.7147147147147147
PFDN5,RPLP2,0.7147147147147147
TST,URM1,0.7147147147147147
CFTR,SLC26A5,0.7147147147147147
APLP1,PRNP,0.7147147147147147
MOCOS,PNP,0.7147147147147147
ITGB7,THBS4,0.7147147147147147
MYO6,RGS19,0.7147147147147147
CCL16,CCL27,0.7147147147147147
AKT1,ATF6B,0.7147147147147147
ITGB6,MMP12,0.7147147147147147
APAF1,NLRP1,0.7147147147147147
EGFR,PTPN2,0.7147147147147147
ACAN,OGN,0.7147147147147147
ITGB7,PARVA,0.7147147147147147
CTNNB1,KRT18,0.7147147147147147
DNAJB2,HSPA5,0.7147147147147147
FABP4,PNPLA2,0.7147147147147147
ARHGDIA,NGF,0.7147147147147147
NISCH,UBE2I,0.7147147147147147
ACO1,CYBRD1,0.7147147147147147
IL26,IL9,0.7147147147147147
HES1,JAG1,0.7147147147147147
MRPL58,SPECC1,0.7147147147147147
CTNNA3,DSG2,0.7147147147147147
PPP1R9B,PRKACA,0.7147147147147147
GPC1,NDST1,0.7147147147147147
CDKN2B,SMAD2,0.7147147147147147
AGT,RLN3,0.7147147147147147
LILRB1,STAC,0.7147147147147147
ABRAXAS1,RAD51C,0.7147147147147147
ERCC1,USP1,0.7147147147147147
CHCHD10,VCP,0.7147147147147147
DLG4,LRRC4B,0.7147147147147147
APTX,XRCC6,0.7147147147147147
SUB1,TOP1,0.7147147147147147
UBE2Q1,UBE2R2,0.7147147147147147
CREBBP,EID3,0.7147147147147147
LPCAT2,PLA2G1B,0.7147147147147147
LRATD2,UROD,0.7147147147147147
ADAMTS6,FURIN,0.7147147147147147
GNG12,NRAS,0.7147147147147147
FCER1A,KIT,0.7147147147147147
IL20RB,IL4,0.7147147147147147
PLEK,RGS21,0.7147147147147147
CSF3,IL20RB,0.7147147147147147
CXCL9,IL16,0.7147147147147147
SPACA1,SSMEM1,0.7147147147147147
FGF17,TNFRSF12A,0.7147147147147147
DNAJA2,NUDC,0.7147147147147147
IL12B,TNF,0.7147147147147147
MYBPC2,TNNI2,0.7147147147147147
PCDH10,SPTAN1,0.7147147147147147
TBP,USF1,0.7147147147147147
LSM4,TMIGD2,0.7147147147147147
EPHA1,EPHB1,0.7147147147147147
EGF,REPS2,0.7147147147147147
C16orf54,QPRT,0.7147147147147147
ABCD4,MMADHC,0.7147147147147147
CDK5RAP3,UBA5,0.7147147147147147
STAMBP,USP14,0.7147147147147147
ADH5,GSTA1,0.7147147147147147
GNG12,MAPK1,0.7147147147147147
PPP1R42,PSMD6,0.7147147147147147
FASN,NSDHL,0.7147147147147147
DLG2,NLGN4X,0.7137137137137137
BPI,PGLYRP1,0.7137137137137137
CR2,POU2AF1,0.7137137137137137
LIN7B,RHOA,0.7137137137137137
CAMK1,CAMKK1,0.7137137137137137
ANGPT4,FGFR4,0.7137137137137137
EPHA2,EPHA5,0.7137137137137137
APOE,FTO,0.7137137137137137
CDH17,PTPRU,0.7137137137137137
SEMA3B,THSD7A,0.7137137137137137
HNRNPC,SMN1,0.7137137137137137
RELB,TNFAIP3,0.7137137137137137
GSK3A,TSC2,0.7137137137137137
COL1A1,IBSP,0.7137137137137137
ANXA2,CLIC1,0.7137137137137137
EPHA2,RND3,0.7137137137137137
TNFRSF1B,TNFSF14,0.7137137137137137
ADH4,GSTP1,0.7137137137137137
DHX58,HERC5,0.7137137137137137
ITPKC,PLCG2,0.7137137137137137
ADH4,GSTT2B,0.7137137137137137
CCL16,CXCL16,0.7137137137137137
LRP1,MMEL1,0.7137137137137137
SYT9,VAMP3,0.7137137137137137
ITPKA,PLCD1,0.7137137137137137
DHX9,HNRNPAB,0.7137137137137137
BCAN,NRCAM,0.7137137137137137
CTSC,CTSD,0.7137137137137137
IFNA1,IL6R,0.7137137137137137
SYF2,USB1,0.7137137137137137
CELF2,PTGS2,0.7137137137137137
CD1D,GLA,0.7137137137137137
H2BU1,TADA3,0.7137137137137137
ADCYAP1R1,GHRH,0.7137137137137137
EGFR,MTUS2,0.7137137137137137
SCLY,TST,0.7137137137137137
ARFGAP1,ARL1,0.7137137137137137
CHI3L1,IL1B,0.7137137137137137
PDIA3,TSN,0.7137137137137137
MPP5,YAP1,0.7137137137137137
FGF5,TNFRSF12A,0.7137137137137137
FGF3,TNFRSF12A,0.7137137137137137
