Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,RRAS,Ras-related protein R-Ras,43517,414,0.98 [0.91-1.05],0.516426193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,RRM2,Ribonucleoside-diphosphate reductase subunit M2,50261,834,0.98 [0.86-1.10],0.694912137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,RRM2B,Ribonucleoside-diphosphate reductase subunit M2 B,50261,834,0.91 [0.83-1.00],0.038890816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,RRP15,RRP15-like protein,43303,408,1.03 [0.93-1.14],0.607334788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,RSPO1,R-spondin-1,51073,838,0.95 [0.79-1.13],0.549458009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,RSPO3,R-spondin-3,51912,855,1.22 [0.99-1.50],0.060864386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,RTBDN,Retbindin,51237,847,0.57 [0.46-0.71],2.64E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,RTKN2,Rhotekin-2,43276,405,0.91 [0.74-1.11],0.356649585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,RTN4IP1,"Reticulon-4-interacting protein 1, mitochondrial",44664,422,0.98 [0.88-1.08],0.631837343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,RTN4R,Reticulon-4 receptor,51912,855,0.85 [0.71-1.02],0.07591648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,RUVBL1,RuvB-like 1,50261,834,1.06 [1.00-1.12],0.051541679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,RWDD1,RWD domain-containing protein 1,51926,855,0.99 [0.90-1.09],0.860863883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,RYR1,Ryanodine receptor 1,43276,405,0.77 [0.56-1.06],0.105058399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,S100A11,Protein S100-A11,51072,844,0.91 [0.79-1.04],0.166037372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,S100A12,Protein S100-A12,50750,836,1.06 [0.97-1.15],0.182988272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,S100A13,Protein S100-A13,43449,414,0.77 [0.58-1.02],0.065641654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,S100A14,Protein S100-A14,44664,422,1.07 [0.90-1.27],0.425407504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,S100A16,Protein S100-A16,50184,833,1.04 [0.94-1.15],0.440420877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,S100A3,Protein S100-A3,44535,422,0.77 [0.59-1.00],0.051446035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,S100A4,Protein S100-A4,51632,850,0.97 [0.88-1.09],0.638299385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,S100G,Protein S100-G,44664,422,0.74 [0.60-0.92],0.005517307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,S100P,Protein S100-P,50532,843,0.95 [0.85-1.06],0.374954516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SAA4,Serum amyloid A-4 protein,44814,423,0.85 [0.59-1.24],0.404168594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SAFB2,Scaffold attachment factor B2,44664,422,1.01 [0.73-1.40],0.94883342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SAG,S-arrestin,43303,408,1.11 [0.94-1.32],0.229363808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SAMD9L,Sterile alpha motif domain-containing protein 9-like,51399,849,0.99 [0.91-1.07],0.773320159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SAP18,Histone deacetylase complex subunit SAP18,43931,414,1.15 [1.03-1.28],0.013041065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SARG,Specifically androgen-regulated gene protein,44572,421,0.91 [0.84-0.99],0.033924365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SART1,U4/U6.U5 tri-snRNP-associated protein 1,43276,405,0.87 [0.66-1.15],0.331366376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SAT1,Diamine acetyltransferase 1,43276,405,1.07 [0.89-1.28],0.466180597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SAT2,Thialysine N-epsilon-acetyltransferase,43931,414,0.88 [0.75-1.02],0.089880721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SATB1,DNA-binding protein SATB1,44664,422,0.82 [0.58-1.16],0.264551786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SBSN,Suprabasin,44665,417,0.74 [0.56-0.96],0.026180041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCAMP3,Secretory carrier-associated membrane protein 3,51237,847,1.00 [0.93-1.07],0.90813676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCARA5,Scavenger receptor class A member 5,51926,855,0.83 [0.68-1.02],0.072248466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCARB1,Scavenger receptor class B member 1,50268,833,1.01 [0.90-1.12],0.920536474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCARB2,Lysosome membrane protein 2,50099,821,1.08 [0.90-1.31],0.416947858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCARF1,Scavenger receptor class F member 1,52112,860,0.91 [0.79-1.06],0.223874806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCARF2,Scavenger receptor class F member 2,51926,855,1.15 [0.93-1.41],0.190701107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCG2,Secretogranin-2,51676,851,0.55 [0.45-0.66],2.87E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCG3,Secretogranin-3,51527,852,0.81 [0.68-0.97],0.022582693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCGB1A1,Uteroglobin,51527,852,0.93 [0.84-1.04],0.22991349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCGB2A2,Mammaglobin-A,43276,405,0.86 [0.62-1.20],0.384628103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCGB3A1,Secretoglobin family 3A member 1,43766,407,1.06 [0.73-1.53],0.763132866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCGB3A2,Secretoglobin family 3A member 2,51612,853,0.99 [0.92-1.06],0.715311707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCGN,Secretagogin,50504,835,1.15 [1.01-1.32],0.034347269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCIN,Adseverin,43303,408,1.13 [1.00-1.27],0.049903025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCLY,Selenocysteine lyase,51761,853,0.79 [0.69-0.90],0.0005014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCN2A,Sodium channel protein type 2 subunit alpha,43303,408,0.99 [0.81-1.20],0.902715866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCN2B,Sodium channel subunit beta-2,43517,414,0.82 [0.58-1.17],0.278061412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCN3A,Sodium channel protein type 3 subunit alpha,43517,414,0.88 [0.66-1.16],0.351250768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCN3B,Sodium channel subunit beta-3,43303,408,0.90 [0.73-1.12],0.350981952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCN4B,Sodium channel subunit beta-4,43557,401,0.63 [0.50-0.79],7.92E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCP2,Non-specific lipid-transfer protein,50261,834,1.06 [0.98-1.15],0.159019643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCPEP1,Retinoid-inducible serine carboxypeptidase,43395,398,0.99 [0.81-1.21],0.91600024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCRG1,Scrapie-responsive protein 1,44742,423,0.70 [0.49-0.99],0.043489476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCRIB,Protein scribble homolog,43557,401,0.97 [0.87-1.08],0.610892661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCRN1,Secernin-1,51399,849,1.04 [0.94-1.16],0.449861156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SCT,Secretin,43517,414,0.98 [0.81-1.20],0.87149505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SDC1,Syndecan-1,51476,849,1.00 [0.85-1.16],0.974459397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SDC4,Syndecan-4,51476,849,0.84 [0.74-0.95],0.007035344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SDCCAG8,Serologically defined colon cancer antigen 8,44535,422,0.96 [0.89-1.05],0.366055404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SDHB,Succinate dehydrogenase,44554,423,1.01 [0.87-1.16],0.93126281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SDK2,Protein sidekick-2,43766,407,0.96 [0.75-1.23],0.770113357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SEC31A,Protein transport protein Sec31A,43557,401,0.95 [0.84-1.08],0.410510146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SEL1L,Protein sel-1 homolog 1,43557,401,1.10 [0.82-1.46],0.526701499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SELE,E-selectin,52112,860,0.87 [0.77-0.97],0.016571331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SELENOP,Selenoprotein P,44814,423,0.61 [0.40-0.92],0.018125837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SELL,L-selectin,44814,423,1.00 [0.67-1.49],0.987300254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SELP,P-selectin,51681,860,0.88 [0.79-0.98],0.024811398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SELPLG,P-selectin glycoprotein ligand 1,51399,849,0.87 [0.70-1.07],0.182747178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SEMA3F,Semaphorin-3F,51476,849,0.82 [0.65-1.03],0.08191565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SEMA3G,Semaphorin-3G,43766,407,0.83 [0.67-1.03],0.096269273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SEMA4C,Semaphorin-4C,51237,847,1.06 [0.86-1.31],0.607841348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SEMA4D,Semaphorin-4D,51926,855,0.99 [0.81-1.20],0.883581423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SEMA6C,Semaphorin-6C,43449,414,1.10 [0.78-1.54],0.595793796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SEMA7A,Semaphorin-7A,51942,859,0.93 [0.75-1.15],0.503881284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SEPTIN3,Neuronal-specific septin-3,44664,422,1.00 [0.88-1.13],0.949783516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SEPTIN7,Septin-7,43931,414,1.07 [0.91-1.26],0.395593253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SEPTIN8,Septin-8,44552,419,1.21 [0.92-1.61],0.177869179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SEPTIN9,Septin-9,51237,847,1.21 [0.99-1.47],0.06563699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SERPINA1,Alpha-1-antitrypsin,43973,414,1.92 [0.66-5.59],0.232019084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SERPINA11,Serpin A11,52112,860,1.14 [0.98-1.32],0.091676758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SERPINA12,Serpin A12,49994,829,1.01 [0.96-1.08],0.622017817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SERPINA3,Alpha-1-antichymotrypsin,44650,421,1.90 [1.12-3.23],0.017418596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapter VI Diseases of the nervous system,Parkinson's disease,SERPINA4,Kallistatin,43995,417,0.94 [0.63-1.40],0.760089294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
