,Gene,AnomalyScore
1945,CETN3,3.6439242
5899,SCN2B,3.6415014
2994,SRPK2,3.639238
3832,FOXP4,3.6365116
1207,PSMD11,3.6346812
4703,MDH1,3.6341689
1879,DCLK1,3.6292706
4668,TNFRSF4,3.6291127
5028,NR1D1,3.6279316
1423,HPX,3.6266801
4531,FCGR3B,3.6247873
3293,COPS8,3.6226716
2530,DCUN1D2,3.6210287
3272,BEX2,3.6173062
1817,SIGLEC5,3.6153545
5171,IFNL3,3.6139758
2845,DBNDD2,3.6139455
2047,ACAA1,3.6085248
2993,BTN3A2,3.6077695
1983,EPHB1,3.6043262
1002,ENOX1,3.6041956
3431,FZD1,3.5971036
5041,TYK2,3.5932434
4496,TMPRSS15,3.5910027
2225,LAMA2|LAMB1|LAMC1,3.5899935
4091,MYBPH,3.5895805
2377,TCF4,3.5851114
933,SLC4A8,3.5835834
5432,ADAM11,3.5782006
1003,HERC5,3.5746546
3608,CCDC24,3.5735672
6153,GADD45GIP1,3.569121
163,CD200R1,3.5679593
3281,CBX2,3.562551
2694,POLR2E,3.5608575
5149,DEFB106A,3.5571663
3327,IER2,3.5525131
1547,TPSB2,3.5515804
6096,JPH4,3.5506735
1390,TNFSF4,3.5476017
5150,SEMA3B,3.5460699
3677,SP6,3.5442939
5227,EEF1B2,3.541411
242,TMPRSS11B,3.538991
4309,PAFAH1B2,3.5360634
753,CYTH2,3.5351624
5143,ST3GAL1,3.5345626
5562,HBE1,3.534311
3178,KHK,3.5342557
6266,DNAJA4,3.5330186
232,PPP4R3A,3.5316489
3199,NDP,3.5310025
6290,CEL,3.528028
1475,EFNA3,3.5274098
1672,ADH1C,3.5266936
13,DLD,3.5255072
968,POLM,3.5248692
4735,C6,3.5221713
154,PODXL2,3.5210562
5618,COLGALT2,3.520011
5557,APOA2,3.5197217
1044,FXR1,3.5190918
1967,NAALADL1,3.5183144
3271,KCTD13,3.5171487
5205,GALNT2,3.5161917
1456,PIANP,3.515061
574,CRABP2,3.513982
5203,SPAG11B,3.5138972
5548,SMIM24,3.513369
4747,NTF4,3.511443
5255,PXYLP1,3.5107484
1673,GSS,3.5081685
5717,TMEM132A,3.5072265
597,EGF,3.5051749
3097,ITGA11|ITGB1,3.5049229
192,SERPINB1,3.5048568
5010,TNFRSF19,3.5039139
5499,HS3ST3B1,3.5036337
2978,ELAC1,3.5034213
1660,LEFTY2,3.5014722
3505,LTK,3.501067
5520,CEACAM19,3.5005727
4866,TFF3,3.4992363
278,CLC,3.4937065
2058,LSM1,3.4934561
3015,GPR37,3.4878168
3913,SETBP1,3.4808576
2357,DDIT3,3.4805331
3725,C16orf71,3.47936
2554,SFTPD,3.4781742
1624,RAMP3,3.4769678
110,CSF2RB,3.4740908
2291,CD3E,3.4739778
5020,GCKR,3.469577
6090,MTFR1,3.4666514
1646,PLTP,3.4645317
5467,CLEC6A,3.4625027
2194,PPA2,3.460053
6377,DLL3,3.4576266
653,PDZD7,3.4529922
4264,CHID1,3.4482508
6020,NR1H4,3.4478922
5915,RNASE2,3.4451778
2897,CEBPE,3.4442022
315,MUL1,3.442684
4828,C5|C6,3.4423075
1668,CLSTN1,3.441659
4961,CD163,3.4384615
5179,SPAG11A,3.4383252
6033,COL15A1,3.4369006
1204,DPYSL2,3.434604
4295,EFNA5,3.434352
4745,CCL13,3.433919
2599,GLYATL2,3.431986
2934,NKIRAS1,3.4258292
3347,PELI1,3.4253998
1384,IBSP,3.4228315
5060,MIF,3.4214187
5741,CD3G,3.4206886
485,RBM19,3.4200163
2130,CD37,3.4168162
4883,F9,3.4146323
5784,MXRA7,3.4144871
2332,RAET1G,3.4140074
2743,EPHA8,3.4126556
4586,BCL2,3.4078567
3785,ACSS3,3.4065118
4509,ASAH2,3.4063807
2836,TIFA,3.4060555
4395,YES1,3.4053788
5845,GXYLT1,3.4050384
4651,LGMN,3.4007785
6034,CNOT9,3.400167
3250,EFHD2,3.3998532
2050,DNPH1,3.3986785
6116,CRYZL1,3.398611
4517,CCDC80,3.3958309
4152,BCL2L14,3.3957515
5601,RFNG,3.3935654
243,STMN2,3.3932064
3818,NELFA,3.3905146
1723,SMOC2,3.3900888
3213,WNT5B,3.3889956
341,TBX5,3.3869941
4195,FMO3,3.3864067
2700,POLR2F,3.3828669
255,SRL,3.380226
2264,UBXN2B,3.3791168
6258,IGSF3,3.378563
6366,TOPBP1,3.3755944
1861,SEMA4A,3.3707407
2770,GTF2F2,3.3645687
2027,DCTD,3.3641825
1386,TNFRSF9,3.3633559
451,RNF146,3.3627656
5634,LRRC32,3.3605983
6247,LAMC2,3.3600953
4654,MAP2K2,3.354229
3170,SERPINB3,3.3542154
2633,ITGA11,3.3514059
2417,SPINK4,3.346621
2104,ASF1A,3.346029
1524,ZNF382,3.3438213
1957,FOLR1,3.3411126
3101,LILRA1,3.3394115
1678,CKMT1A,3.3381352
2764,SNRPC,3.3359597
1899,SELENOH,3.33589
5427,ART4,3.335044
3406,RBMS1,3.3305092
5277,STC2,3.3299658
4352,FGF18,3.327374
2869,CHAC2,3.326979
4839,DNAJC19,3.3257926
5843,CDHR3,3.3246644
275,IL5,3.3229527
4512,PIGR,3.3211682
713,TSN,3.3171754
4250,CLNK,3.3154807
3473,VHLL,3.3121243
3952,TTC36,3.3120134
3409,RPL38,3.3105347
6046,SERPINA11,3.310297
1073,ISLR2,3.3090386
4322,HGF,3.308484
214,CD1A,3.3075688
4716,CDC37,3.3070242
2906,ASB13,3.3065705
1308,SFXN5,3.3048863
103,CLCA1,3.3048313
5247,CRHBP,3.304052
816,SMYD2,3.3036344
5919,CYTL1,3.3011932
4809,MST1,3.3000233
600,CRABP1,3.2973235
4599,FSTL3,3.2969956
5325,LYZL2,3.293912
3077,TXNL4A,3.2926903
3800,PRRT2,3.291898
2230,ALB,3.2910922
6372,CDHR5,3.288921
4363,ACE2,3.2811687
1808,IL26,3.2786827
6142,GLIPR1,3.275469
1222,RAB27B,3.273224
6355,TNS4,3.271405
4516,ACP5,3.2699866
5404,OPRPN,3.2699375
4993,KLRF1,3.2695067
5811,FTMT,3.268182
1454,THBS2,3.2673378
5951,PCDHA7,3.2645147
6127,TWSG1,3.2621775
4041,SNX27,3.260463
3236,PADI2,3.2604275
766,RAD51D,3.2589355
481,ELL,3.2589092
3054,XYLT2,3.2557576
2487,ABHD14B,3.255086
1567,CUTC,3.255033
5134,RNASE4,3.2534294
454,ACAD8,3.2524974
2598,GAGE12F,3.2510624
2870,HYKK,3.2489364
5153,ASIP,3.248105
2910,CDK5RAP3,3.2467527
5156,OBP2B,3.2380652
1373,CHD7,3.2380307
2338,TGM2,3.2371678
5512,LILRB5,3.2359476
2237,IFNA1,3.2345195
3672,STARD7,3.2328217
5529,KEL,3.2316527
5699,SERF1A,3.231503
3884,GDPD1,3.230165
2609,SULT1C4,3.2300086
5050,S100A9,3.2295487
733,ITPKC,3.2292168
6176,CREG1,3.225181
5484,PCDHGA12,3.2231555
427,ESS2,3.223134
3547,AKIRIN2,3.220264
5827,MSMP,3.2197354
2232,COMT,3.2193341
897,FEV,3.21906
4415,PTHLH,3.2148912
1153,GRID1,3.2138138
5844,EPHB2,3.212504
5841,ZG16,3.2115066
756,MTMR6,3.2093747
975,TMOD3,3.2091222
6334,PPIL1,3.2076564
1372,DOCK9,3.206327
848,KYAT3,3.2060268
3855,SYTL2,3.2058654
6019,MRPL21,3.2050917
2286,CAMKK1,3.2036
939,ARHGAP30,3.2024088
1377,TNFAIP3,3.201666
88,CEACAM20,3.201076
4989,JAML,3.20074
5692,MSRB3,3.1966512
5266,IFNA5,3.1958215
1937,ADH1A,3.193973
1191,EIF1AD,3.192138
5596,DNAJC15,3.1898098
2259,AS3MT,3.1867144
1641,CTHRC1,3.1862657
6330,ALDOC,3.183085
3649,RASSF5,3.1828694
2321,EXOSC8,3.18188
1942,ARL5B,3.1815722
1298,FCN2,3.175895
686,IRF9,3.1720986
314,BICDL1,3.1697552
5757,FCRL2,3.1694458
4625,IL17A,3.1692834
655,C16orf54,3.1660235
4975,TNFRSF6B,3.1658695
4742,IL25,3.1644032
2242,AKR1D1,3.1640832
1545,SEC13,3.1636133
1867,F13A1|F13B,3.1628647
2248,ANKRD54,3.1625931
3945,RTN1,3.162507
3628,L3HYPDH,3.1613986
1295,CLTC,3.1613803
2722,SEMA5B,3.1612499
6154,DEFB118,3.1603172
5659,HLA-DQA2,3.1598825
567,ZDHHC14,3.159032
1164,DUS2,3.1574144
2759,LXN,3.1546402
1823,GDI1,3.1545596
5819,SYT9,3.152861
4106,GRAMD2B,3.15266
5710,HERC4,3.150253
5174,CSAG1,3.1502464
1614,MMP20,3.1446643
466,TCTN2,3.1408
2069,PTP4A1,3.1407099
2534,STX1A,3.1381679
4680,FGF23,3.1374764
4923,DPT,3.1352654
5913,DEFB115,3.1348255
446,WFDC2,3.1339638
3007,NEIL2,3.1339169
6089,CLEC4C,3.1310287
3515,C12orf76,3.1304173
6103,NT5DC3,3.1297994
4343,SIGLEC6,3.1243353
5130,MFAP4,3.1181266
1779,B3GNT4,3.1160653
6101,FUT2,3.1157658
5506,GALNT10,3.1151485
5517,ST8SIA4,3.112654
1318,IGFBP1,3.1124983
4521,CD109,3.11101
6094,ARMC10,3.1078038
4269,EML2,3.104447
4803,DAPK2,3.103848
410,MRE11,3.103133
6203,ACVR2B,3.1017766
3141,USP11,3.0992272
2867,BAP18,3.0979702
3716,MB21D2,3.0971897
4825,SPHK2,3.0968447
2922,PROM1,3.0950816
2505,PEX26,3.0912287
2238,MAT2B,3.089836
1031,KCNA10,3.0893435
362,PCOLCE,3.0878701
4447,LGALS2,3.0862272
5950,KCNE5,3.0839643
4276,LRP5,3.0837026
1606,IFNA21,3.0814745
4107,PHKA1,3.0811355
977,NIPAL4,3.0803943
5437,APCDD1,3.079977
4487,NAAA,3.0794642
3207,UBE2L3|UBB,3.0783606
4115,CADPS2,3.0750318
2516,DDAH1,3.0689194
5759,SLAMF1,3.0686517
5397,RNF128,3.0673304
4497,WFIKKN1,3.065404
4267,GLUD1,3.0633821
311,KLK13,3.063272
1525,VOPP1,3.062317
5740,SEMA4C,3.060675
4715,ARID3A,3.0545456
5286,CCN1,3.0536668
4766,EPS15L1,3.0516405
4991,KIR3DL2,3.050665
166,OLFM3,3.0496514
380,CHCHD10,3.0496428
1724,SORCS1,3.0476294
5628,PTH2,3.047163
5425,LRRTM4,3.0445209
4727,PDXP,3.0407858
299,CACNB4,3.039929
5423,COL13A1,3.0398185
637,CRYGD,3.033884
1862,SLITRK6,3.0310013
5767,CRTAM,3.0304503
3972,ACBD4,3.0303707
6229,CLPSL1,3.0281496
3419,PGA4,3.028045
2241,AKR1C4,3.026958
2855,CREBZF,3.0267434
5769,UNC5A,3.0242326
4141,SPANXA1,3.0238564
2300,CLSTN2,3.0231314
262,BET1L,3.0230906
4832,ADAMTS15,3.0223496
3276,BTG1,3.022244
5754,TEPSIN,3.0219562
3775,DSCC1,3.0214932
5877,SULF2,3.0198092
5695,ADAM32,3.0188894
1587,BMPER,3.0186927
2184,SOX2,3.0181348
1460,IFNB1,3.0169296
4499,GP6,3.0163505
2165,NATD1,3.0148098
2316,HRAS,3.0146646
4184,PANK1,3.0132911
6123,TMUB2,3.0132048
1072,FLRT3,3.0122993
2271,PPIC,3.0113635
5419,LRRC15,3.0094123
456,FBXL4,3.0091734
2756,CDH4,3.0078876
5830,RNF13,3.005633
4151,METTL26,3.0054743
4640,BSG,3.001761
3907,CNGB1,3.001394
2961,FBLIM1,3.0008674
1040,EDC4,3.000506
3382,NFYA,2.9995735
478,MAGEB10,2.9961388
5148,PF4V1,2.9954164
1692,CCNA2,2.995037
5087,PRKCG,2.9936862
6230,LST1,2.9931395
5952,A4GALT,2.9918795
2614,MYL6,2.9915323
714,RPL30,2.9901779
1440,CHST15,2.989282
5531,C22orf15,2.9886527
3780,CWF19L1,2.9855967
5633,SPTLC2,2.9832413
3167,RHOQ,2.9825728
4451,MRC2,2.9793327
2971,RIOX2,2.9791632
5604,IK,2.9781137
4551,ACY1,2.9770722
6380,NPW,2.976849
4251,POMC,2.972292
5241,DMKN,2.9677598
711,CLIC5,2.9663336
1410,CGA,2.966317
2330,PSMA5,2.9657586
3189,CBLN2,2.965735
4131,APEX2,2.965204
3528,COMMD10,2.9615128
4557,CAMK2B,2.9569452
5418,ENPP5,2.9563298
6361,LNX1,2.9560366
6117,FTCD,2.9558916
2306,FGB,2.955808
4708,PSMA6,2.9557765
1486,RBP7,2.9508388
3897,MBNL2,2.949157
4374,KLK11,2.9480562
1777,A1BG,2.945652
5367,SEMA3C,2.9446223
4623,CXCL6,2.9436793
4976,EPHA10,2.9423044
2875,TGIF2LX,2.942152
2761,PUDP,2.9400046
384,COL11A2,2.9369583
593,DLX4,2.9353948
1281,BGN,2.934573
282,REG4,2.9333327
1468,NRG4,2.9319973
1601,UNC5B,2.9312437
4541,LY9,2.930028
5172,IFNA6,2.929879
43,SATB2,2.92868
3655,ANKRD45,2.925915
3377,NADK2,2.9211762
5378,PVRIG,2.9187653
2610,UBE2E3,2.918656
3194,F11,2.9176886
808,SENP7,2.9139473
572,ANAPC7,2.913758
4626,ITGA1|ITGB1,2.9129453
3273,BEX5,2.9112272
3976,CABP2,2.9108827
69,ANKRD1,2.9100602
6126,TFPI2,2.909436
1564,REG3A,2.9083645
112,PTGDS,2.9070687
3106,RELN,2.9057126
2956,LIN28B,2.9052117
1275,CSF1R,2.9049578
463,DTX1,2.904853
447,CA8,2.9044216
5938,OLFML3,2.9035528
4156,HECTD3,2.9033442
2685,NPPC,2.9032886
3385,NRL,2.9030113
5663,ZP4,2.902609
1039,GMFG,2.9000397
5619,MBTPS1,2.8968058
3452,TAF12,2.893356
3485,MAPK6,2.8922634
2771,TCEAL7,2.891312
1909,CREB3L2,2.891096
2932,JDP2,2.8894153
76,KIR2DS2,2.8888447
4165,EEF1A1,2.8880882
4678,ESM1,2.8856192
1749,IGF2R,2.8833528
4006,FCHSD1,2.8833306
5045,SLC25A18,2.8826916
5886,ADH4,2.8814366
1130,TOR4A,2.8808184
1620,OTOR,2.878512
4207,CCDC140,2.8764117
3784,TTLL12,2.8760414
4186,NVL,2.875652
6134,MAN2B2,2.8734968
2602,LAMA3,2.872556
3144,CYLD,2.8720245
4453,CCL18,2.8715281
238,MRAP2,2.8713796
3994,LRRC75A,2.867514
4351,FAM107A,2.8659613
3662,FAM151B,2.8651924
4886,WNT7A,2.8631957
1485,HEXIM2,2.8620825
3772,CEP76,2.8619661
5011,IL27RA,2.860388
5802,FSHB,2.8603342
3029,AACS,2.8585627
1286,KIAA0319L,2.8555675
3714,PPP1R27,2.8553932
349,DNAJB9,2.854933
6053,LCT,2.8522782
21,SGK3,2.848846
3516,TIMM10B,2.8479772
2082,S100A14,2.8471727
3743,CARNMT1,2.8470323
2038,CRCP,2.846886
3949,CCDC115,2.8467293
3992,GTPBP10,2.8461382
1262,IL4,2.8452542
6189,FIBCD1,2.8420444
5398,TAFA4,2.8385088
4120,EIF2A,2.837621
6216,NUDT9,2.837589
2643,ITGAV|ITGB1,2.836619
915,ZNF180,2.8363776
5653,CISD1,2.8358767
439,FOXL2,2.8340287
940,CARHSP1,2.8302622
6265,DDX39B,2.8293693
5273,MICU2,2.8285987
2231,ALDH2,2.826727
2905,CHRNA5,2.8264236
6011,PABPN1,2.8246257
5786,HRK,2.821716
3919,TMEM225B,2.8210347
5388,KLK15,2.8201659
2430,SUB1,2.818207
6113,LGALS9,2.815513
6268,MARK3,2.8145888
5375,APOC3,2.810761
4879,BMPR1A,2.8100696
422,P4HA2,2.809551
3038,CPLX3,2.8092659
3164,NELFE,2.8064816
248,CEACAM4,2.8027947
3951,MAP6D1,2.8024325
5967,OLFML1,2.8020906
2893,MRFAP1L1,2.8009276
3055,S100A7A,2.7987251
81,AMY2B,2.797326
6163,RCN1,2.7942634
4192,KBTBD11,2.792295
5173,ABHD14A,2.7910388
2000,TPD52L1,2.7897463
336,HNF1A,2.7879128
5299,BAGE2,2.7829127
5426,FCMR,2.7826831
3591,BORCS5,2.7820604
5536,DRAXIN,2.7819228
4164,TMUB1,2.7800593
176,KLRG2,2.7797503
625,ANAPC10,2.779664
3204,SAE1|UBA2,2.7791443
316,RNF122,2.778788
4038,CLUH,2.7762866
172,SEMA3E,2.774839
2061,PGLS,2.772631
3138,USP1|WDR48,2.7721882
1523,KRTAP2-4,2.7692156
774,KEAP1,2.7679167
5000,NOTCH3,2.7669075
3317,GATAD1,2.7653527
2160,CMPK1,2.765337
4963,SPTAN1,2.764791
947,SLC14A2,2.7647357
3922,BLOC1S3,2.7642171
5329,MANBA,2.763588
2760,B3GALT5,2.763444
3693,METTL2B,2.7634292
959,DUSP15,2.763429
3350,SRFBP1,2.762772
4397,CCL28,2.7586114
2995,ATG4A,2.7581723
2618,BASP1,2.7575462
1114,SLC14A1,2.7561324
2854,CMC4,2.755752
3624,RFPL3,2.7553637
1131,CHAD,2.755247
2270,CBX1,2.7536993
1029,CBX7,2.7534268
5923,CTNNB1,2.7484841
5980,PLA2G2C,2.7484608
2379,LGALS13,2.7478068
5141,TMX3,2.7460265
5348,DEFB135,2.7460155
5736,CPD,2.7433221
3819,GSTT2,2.7428195
3400,PPP1R42,2.7402425
5355,RNASE13,2.7392192
3739,VMAC,2.7387168
5922,ADAM10,2.7381856
2245,ALKBH3,2.7374208
284,CHI3L1,2.7365296
2090,KLF4,2.7351792
53,IL10RA,2.7309363
3571,REEP2,2.729739
146,CLGN,2.7287698
4977,EPHB6,2.7280095
814,BCAR3,2.727598
3602,NECAB1,2.7270453
6042,CEMIP2,2.726996
6238,MANSC1,2.7251942
2414,ACVR2A,2.7250233
6283,HERPUD2,2.724478
4221,DDI2,2.7239113
1541,CAPN2,2.720219
4016,PMPCA,2.719215
1110,ENOX2,2.7190135
2594,ASF1B,2.7189317
6065,EPDR1,2.7189097
2889,DUSP21,2.7184868
5124,SEMA3G,2.7184696
904,ZHX1,2.7178767
5407,PLBD2,2.7140217
2944,BCL7A,2.7128701
6231,WBP1L,2.7119446
5064,SET,2.7109544
5532,ECEL1,2.7108576
5631,OSTN,2.7072513
261,GCSH,2.7071526
781,MAGEA3,2.705865
4102,FAM160B1,2.7047904
4440,TSLP,2.7043676
75,GOSR2,2.7029853
3866,KIF3C,2.700639
5703,ANKRD46,2.6990771
3531,C1orf50,2.69697
4773,LCMT1,2.6964436
3185,ZFAND3,2.694568
1649,CAMP,2.6934607
3840,GMPPA,2.6932957
484,GPR135,2.6919672
984,SPEF1,2.6894312
4401,CCL23,2.688328
2981,SLITRK2,2.6881578
162,HTATIP2,2.6880229
565,BRPF1,2.6874192
5168,GZMM,2.6852365
1763,LGR4,2.6850593
6001,CPVL,2.6844063
1916,FDCSP,2.6821232
206,CSGALNACT2,2.6802552
3222,HSD11B1,2.6799107
2303,DSCAML1,2.6798944
4837,CLU,2.6785367
648,COPS7B,2.677985
4081,CRLF3,2.6770618
218,SMPD1,2.6764045
6174,C1RL,2.6763551
5126,CD300A,2.6757717
3601,ROGDI,2.6749017
6047,LDLRAD4,2.6743653
579,POU2F1,2.6737573
2691,DNALI1,2.673427
5674,ATP5PF,2.6734166
2257,ARL6,2.6731246
5583,IFNA14,2.6729786
5279,PSG8,2.6712396
4661,MFRP,2.6672354
1261,CST5,2.6669328
2199,NDRG3,2.6666865
3558,PID1,2.6666303
2308,GPC4,2.6664624
1354,PPFIA1,2.6661751
2375,DNMT3L,2.6661403
1796,CASP14,2.6652892
4392,TBP,2.6638818
718,RORB,2.6621807
5772,B3GALT6,2.661822
437,GPR101,2.6594017
2524,HSD17B8,2.6592271
5929,EFEMP1,2.657667
5270,PDZD11,2.6562955
737,SLC41A2,2.654919
4762,AKR1A1,2.6535115
6324,NFKB1,2.6532505
4740,IGHE,2.6528149
2497,CA12,2.652599
186,ACE,2.65202
505,TMEM230,2.651474
1194,ADAM29,2.6512084
3214,IL6|IL6R,2.6511073
2792,NUDT10,2.6490936
2279,PEA15,2.644549
3597,TCF24,2.6436787
2254,ARL15,2.6403158
5498,IGSF8,2.6397035
6014,BDP1,2.63969
3991,SHOX,2.6394138
5661,SNN,2.6391711
5120,THSD1,2.6390185
5320,DEAF1,2.6385605
2883,TSEN15,2.6380992
3860,CRPPA,2.6378424
4805,INHBA|INHBB,2.6365936
1058,CSH1|CSH2,2.633711
2435,RBP5,2.6324592
6148,SPR,2.631552
2354,BLOC1S5,2.6309187
392,CYB5A,2.6304383
367,BPIFB1,2.6280313
3084,BTN1A1,2.627595
3997,SPIN3,2.6275747
840,HECW1,2.6272326
136,CST8,2.6269019
1389,COPS2,2.6264608
5223,ALDOA,2.625931
1925,KYAT1,2.6255164
2164,MEOX2,2.6247401
724,OTUB2,2.6245413
306,KIAA1549L,2.6225138
3744,NPEPL1,2.6183765
3263,ARHGEF16,2.6146033
6150,RMDN3,2.613684
2794,DUSP18,2.6134152
2866,EYA2,2.6130905
4964,SSRP1,2.6128514
4373,IL27|EBI3,2.6123605
3415,LDLRAD3,2.6121616
3080,DYRK3,2.6101897
6077,ARHGEF10,2.6038506
4650,IL22RA1,2.6037488
5300,OIT3,2.601431
3815,AAMDC,2.6012266
5842,FAM241B,2.6001472
5975,MFAP3L,2.5992796
1688,CD247,2.5981374
370,LRCH4,2.5980282
3579,CCDC103,2.597729
3964,ETV7,2.597566
4896,CCL16,2.59657
2964,TXNRD3NB,2.5958564
5410,NELL1,2.594889
310,COL6A1,2.5934536
784,PSMB5,2.5930028
2253,ARL14,2.5924883
1385,EDA,2.5924535
1383,IL17B,2.590595
3864,BROX,2.589736
894,CSDE1,2.5894501
3723,TCP11L1,2.5867577
5948,VCL,2.5858855
5828,PLD5,2.5852492
5479,ST8SIA6,2.5834851
4231,CYP2C19,2.5834014
2900,RPAIN,2.5827186
1210,DVL2,2.5810285
5626,C1QTNF3,2.580822
4893,LGALS8,2.5808034
5678,CCDC167,2.5806904
4167,SPATA5,2.579593
746,SAT2,2.5789363
6315,APEX1,2.5749094
3388,OTX2,2.573919
5866,IL31RA,2.5738752
2341,PSMB9,2.5738528
4900,ITGAV|ITGB5,2.5724003
3239,RETNLB,2.5719519
5335,LILRA3,2.569986
3545,C2orf68,2.5689287
5974,CANX,2.5689228
1188,MYCT1,2.5681996
926,ZNF134,2.5654297
499,LRIT3,2.5634198
5363,ADAMTS6,2.5632474
4035,ARHGAP26,2.5621643
2705,COA4,2.5620492
4388,MAP2K1,2.560768
5756,BTNL9,2.5596318
2579,CSTB,2.556241
3585,INO80E,2.5560768
1053,REG1A,2.5555072
5977,CILP2,2.552277
556,NRSN1,2.551516
4523,CD48,2.5476837
2049,GMFB,2.5469058
4525,CFC1,2.5454626
5816,EVA1B,2.5452182
6044,CEACAM3,2.5448666
6147,CD44,2.5440164
5365,PSG3,2.5416741
11,VDR,2.5410926
3305,FAM204A,2.540864
2785,NUDT16,2.5406182
1771,CD320,2.5391538
2551,FGF9,2.5386825
5107,RNASE10,2.538161
4979,IL1RAPL2,2.538127
2508,HS3ST4,2.5380564
5864,ARSK,2.5370667
5748,ADAM22,2.5359514
290,C11orf87,2.5358655
5343,PSG2,2.5350468
1117,PARVA,2.53493
798,PSMB1,2.5340922
1109,TMEM167B,2.5328884
5910,PATE1,2.5310478
2940,CYREN,2.5309777
1676,PRSS27,2.530691
182,IRAG2,2.5298576
5707,FAM151A,2.5293574
3717,NR2C2AP,2.5285976
5982,CLEC4A,2.528376
4966,PRSS2,2.5273619
6079,C17orf67,2.5239735
3421,SIGLEC14,2.5232425
3412,EVI2A,2.5213494
5198,TAFA1,2.5207493
958,PYDC1,2.520285
3328,KRT34,2.5196502
4918,CA2,2.519562
2098,PCMT1,2.5184822
4296,ERBB2,2.516088
652,ORC6,2.5160875
1133,NRAC,2.5159574
2287,CHST2,2.515811
3941,AGXT,2.5149078
5926,RSPO4,2.5145829
5151,SIRPB2,2.5144143
5504,RAB26,2.5140474
5809,XG,2.5119061
4758,H2AZ1,2.5114946
3112,CHST10,2.511198
4488,ADAMTS1,2.5094273
5439,ANOS1,2.5088382
5165,FAM189A2,2.508647
5890,TCP11,2.508123
438,ZNF18,2.507354
5747,SYT8,2.5067847
5605,MGAT4C,2.5057855
2416,DMBT1,2.5047917
5359,FAM20A,2.5043314
3742,RNF25,2.5035012
1511,DIDO1,2.5032778
4257,MMP9,2.5018477
3565,CXCL12,2.5013542
1481,PDCL2,2.5011022
3698,APOL2,2.4993396
6192,CHI3L2,2.4990757
83,TMEM190,2.4972122
5175,CILP,2.496723
6254,NUP210L,2.495885
3737,KIAA1143,2.4947293
4466,IGHM,2.4935105
1597,NRP2,2.4909093
2765,GIPC2,2.488166
6051,PRG3,2.4871
3593,GUCD1,2.487018
956,ASH2L,2.4869812
2356,OSTF1,2.4860227
624,ACAP2,2.485552
5261,MAMDC2,2.4851942
1518,FAM210A,2.4850705
3352,CABP5,2.484482
6021,ADAM19,2.4825168
1831,MPZL1,2.4812994
1843,TAF15,2.4809422
5317,TXNDC15,2.4808633
2015,CRNN,2.4788625
5744,ST6GALNAC5,2.4780905
878,RGS19,2.477795
6043,SLAMF8,2.476004
4130,NOMO2,2.4749844
6165,LYPD1,2.4737673
5424,C17orf78,2.4732428
5850,CLEC2L,2.4731622
4477,VEGFC,2.4722404
4368,BCAM,2.4705935
5543,FSTL5,2.470239
4936,HPGD,2.4701986
323,FLNA,2.4693825
5301,C1QTNF1,2.46662
4303,IL13RA1,2.4652984
4567,FETUB,2.4651253
3584,MVB12B,2.4647486
5571,ANTKMT,2.4631524
1387,IL17F,2.4631035
5781,TMPRSS5,2.4630592
324,MILR1,2.461659
1224,RABEPK,2.4604352
150,HTN1,2.460218
2174,CRIP1,2.4594574
4233,KMO,2.459444
2486,EBAG9,2.4583333
3900,C19orf54,2.4555562
128,PCDH9,2.4552252
4086,PITPNM3,2.4538453
1103,SPINK2,2.4521935
4971,CD226,2.4519742
1180,NAP1L2,2.4488728
1213,ABLIM3,2.4484277
1278,CCL1,2.4483364
3064,CCDC43,2.4448512
4235,BEGAIN,2.4418206
3788,FSD1,2.4415975
2501,LRRTM1,2.441133
5698,TAFA3,2.4401047
2314,HDGFL1,2.439102
3044,ADGRD1,2.4383984
268,MUCL1,2.438028
1276,CLCNKB,2.4379883
5564,SLITRK4,2.4367356
2962,NREP,2.4363856
487,ALDH3A1,2.435978
5102,ZPLD1,2.4352038
4095,CHD1L,2.4350872
355,TMEM154,2.4348955
2296,CNN2,2.4344566
1215,APAF1,2.43267
4826,TGM3,2.4321947
4210,LCE3B,2.4312735
3456,TERB2,2.4306533
1084,IGHG4,2.4297714
3300,ELK4,2.4286883
1851,PTRH2,2.4279578
1952,CD9,2.4274237
5361,C14orf93,2.4273744
2739,CHRNB3,2.4269435
5492,HLA-DRB3,2.4259274
5689,C1D,2.4255826
5933,ARL8B,2.4249122
4639,ARSA,2.4246976
3287,COQ5,2.422439
2167,ZNF34,2.4214544
3852,CEACAM16,2.4212978
4262,AIM2,2.4192495
3707,SMIM3,2.4184997
2814,TEF,2.4181104
2298,COL3A1,2.4174125
3079,CEP20,2.4170382
1484,FOXJ2,2.4169116
5326,C5orf38,2.4165385
2975,ETNK2,2.4163225
6347,EGLN1,2.4160836
1240,NADK,2.4160283
4178,PML,2.416012
5561,C1QL4,2.4157236
3847,LSMEM1,2.4142418
3846,MEIG1,2.413314
420,BLK,2.4130657
3599,DMC1,2.412898
6235,C7orf69,2.412505
6157,CBLN1,2.4123964
2218,CDA,2.4121482
3190,GGCT,2.4119382
3706,BEX4,2.411064
1815,ENGASE,2.4106462
4059,SRRT,2.4096687
2710,KHDC1L,2.409069
5105,PCYOX1L,2.4072313
786,ARAF,2.4058456
2127,AFM,2.405142
2758,GLDN,2.4039578
